name, driver_version, compute_cap, memory.total [MiB], memory.used [MiB], memory.free [MiB], power.limit [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
NVIDIA RTX A6000, 580.159.03, 8.6, 46068 MiB, 0 MiB, 45489 MiB, 300.00 W, 37, 210 MHz, 405 MHz
