timestamp_iso,rxpci_mb_s,txpci_mb_s
2026-08-24T13:37:31+00:00,0,0
2026-08-24T13:37:36+00:00,0,0
2026-08-24T13:37:41+00:00,0,0
2026-08-24T13:37:46+00:00,0,0
2026-08-24T13:37:51+00:00,0,0
2026-08-24T13:37:56+00:00,0,0
2026-08-24T13:38:02+00:00,0,0
2026-08-24T13:38:07+00:00,0,0
2026-08-24T13:38:12+00:00,0,0
2026-08-24T13:38:17+00:00,0,0
2026-08-24T13:38:22+00:00,0,0
2026-08-24T13:38:27+00:00,0,0
2026-08-24T13:38:32+00:00,0,0
2026-08-24T13:38:37+00:00,0,0
2026-08-24T13:38:42+00:00,0,0
2026-08-24T13:38:47+00:00,0,0
2026-08-24T13:38:52+00:00,0,0
2026-08-24T13:38:58+00:00,0,1
2026-08-24T13:39:03+00:00,0,0
2026-08-24T13:39:08+00:00,0,0
2026-08-24T13:39:13+00:00,0,0
2026-08-24T13:39:18+00:00,0,0
2026-08-24T13:39:23+00:00,0,0
2026-08-24T13:39:28+00:00,0,0
2026-08-24T13:39:33+00:00,0,0
2026-08-24T13:39:38+00:00,0,0
2026-08-24T13:39:43+00:00,0,0
2026-08-24T13:39:48+00:00,0,0
2026-08-24T13:39:53+00:00,0,0
2026-08-24T13:39:59+00:00,0,0
2026-08-24T13:40:04+00:00,0,0
2026-08-24T13:40:09+00:00,0,0
2026-08-24T13:40:14+00:00,0,0
2026-08-24T13:40:19+00:00,0,0
2026-08-24T13:40:24+00:00,0,1
2026-08-24T13:40:29+00:00,0,0
2026-08-24T13:40:34+00:00,0,0
2026-08-24T13:40:39+00:00,0,0
2026-08-24T13:40:44+00:00,0,0
2026-08-24T13:40:49+00:00,0,0
2026-08-24T13:40:55+00:00,0,276
2026-08-24T13:41:00+00:00,8645,991
2026-08-24T13:41:05+00:00,0,0
2026-08-24T13:41:10+00:00,0,0
2026-08-24T13:41:15+00:00,0,0
2026-08-24T13:41:20+00:00,0,0
2026-08-24T13:41:25+00:00,0,0
2026-08-24T13:41:30+00:00,0,0
2026-08-24T13:41:35+00:00,0,0
2026-08-24T13:41:40+00:00,0,0
2026-08-24T13:41:45+00:00,0,3476
2026-08-24T13:41:51+00:00,0,3544
2026-08-24T13:41:56+00:00,0,0
2026-08-24T13:42:01+00:00,0,0
2026-08-24T13:42:06+00:00,0,0
2026-08-24T13:42:11+00:00,0,0
2026-08-24T13:42:16+00:00,0,0
2026-08-24T13:42:21+00:00,0,1
2026-08-24T13:42:26+00:00,0,0
2026-08-24T13:42:31+00:00,0,0
2026-08-24T13:42:36+00:00,0,0
2026-08-24T13:42:41+00:00,0,0
2026-08-24T13:42:46+00:00,0,0
2026-08-24T13:42:52+00:00,0,0
2026-08-24T13:42:57+00:00,0,0
2026-08-24T13:43:02+00:00,0,0
2026-08-24T13:43:07+00:00,0,0
2026-08-24T13:43:12+00:00,144,0
2026-08-24T13:43:17+00:00,0,1
2026-08-24T13:43:22+00:00,0,0
2026-08-24T13:43:27+00:00,0,0
2026-08-24T13:43:32+00:00,0,0
2026-08-24T13:43:37+00:00,0,0
2026-08-24T13:43:42+00:00,0,0
2026-08-24T13:43:48+00:00,0,0
2026-08-24T13:43:53+00:00,0,0
2026-08-24T13:43:58+00:00,0,0
2026-08-24T13:44:03+00:00,0,0
2026-08-24T13:44:08+00:00,0,0
2026-08-24T13:44:13+00:00,0,0
2026-08-24T13:44:18+00:00,0,0
2026-08-24T13:44:23+00:00,0,0
2026-08-24T13:44:28+00:00,0,0
2026-08-24T13:44:33+00:00,0,0
2026-08-24T13:44:38+00:00,0,0
2026-08-24T13:44:44+00:00,0,0
2026-08-24T13:44:49+00:00,0,0
2026-08-24T13:44:54+00:00,0,0
2026-08-24T13:44:59+00:00,0,0
2026-08-24T13:45:04+00:00,0,0
2026-08-24T13:45:09+00:00,0,0
2026-08-24T13:45:14+00:00,0,0
2026-08-24T13:45:19+00:00,0,0
2026-08-24T13:45:24+00:00,0,0
2026-08-24T13:45:29+00:00,0,0
2026-08-24T13:45:34+00:00,0,0
2026-08-24T13:45:40+00:00,0,0
