timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/08/12 20:10:53.658, 0 %, 0 %, 1 MiB, 24123 MiB, 22.84 W, 36, 210 MHz, 405 MHz
2026/08/12 20:10:55.659, 0 %, 0 %, 1 MiB, 24123 MiB, 23.03 W, 35, 210 MHz, 405 MHz
2026/08/12 20:10:57.659, 0 %, 0 %, 1 MiB, 24123 MiB, 22.77 W, 35, 210 MHz, 405 MHz
2026/08/12 20:10:59.660, 0 %, 0 %, 1 MiB, 24123 MiB, 22.85 W, 35, 210 MHz, 405 MHz
2026/08/12 20:11:01.660, 0 %, 0 %, 1 MiB, 24123 MiB, 22.82 W, 35, 210 MHz, 405 MHz
2026/08/12 20:11:03.661, 0 %, 0 %, 1 MiB, 24123 MiB, 22.79 W, 35, 210 MHz, 405 MHz
2026/08/12 20:11:05.662, 0 %, 0 %, 1 MiB, 24123 MiB, 23.07 W, 35, 210 MHz, 405 MHz
2026/08/12 20:11:07.662, 0 %, 0 %, 1 MiB, 24123 MiB, 22.92 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:09.663, 3 %, 0 %, 5386 MiB, 18739 MiB, 80.34 W, 37, 1935 MHz, 9501 MHz
2026/08/12 20:11:11.664, 0 %, 0 %, 1 MiB, 24123 MiB, 134.15 W, 38, 1935 MHz, 9751 MHz
2026/08/12 20:11:13.664, 0 %, 0 %, 1 MiB, 24123 MiB, 75.02 W, 36, 225 MHz, 810 MHz
2026/08/12 20:11:15.664, 0 %, 0 %, 1 MiB, 24123 MiB, 24.06 W, 36, 210 MHz, 405 MHz
2026/08/12 20:11:17.665, 0 %, 0 %, 1 MiB, 24123 MiB, 23.03 W, 35, 210 MHz, 405 MHz
2026/08/12 20:11:19.665, 0 %, 0 %, 1 MiB, 24123 MiB, 23.23 W, 35, 210 MHz, 405 MHz
2026/08/12 20:11:21.666, 0 %, 0 %, 1 MiB, 24123 MiB, 23.05 W, 35, 210 MHz, 405 MHz
2026/08/12 20:11:23.667, 0 %, 0 %, 1 MiB, 24123 MiB, 23.05 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:25.668, 0 %, 0 %, 1 MiB, 24123 MiB, 22.90 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:27.668, 0 %, 0 %, 1 MiB, 24123 MiB, 22.96 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:29.668, 0 %, 0 %, 1 MiB, 24123 MiB, 23.10 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:31.669, 0 %, 0 %, 1 MiB, 24123 MiB, 23.02 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:33.669, 0 %, 0 %, 1 MiB, 24123 MiB, 23.09 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:35.670, 0 %, 0 %, 1 MiB, 24123 MiB, 23.21 W, 34, 210 MHz, 405 MHz
2026/08/12 20:11:37.670, 0 %, 0 %, 1 MiB, 24123 MiB, 23.14 W, 33, 210 MHz, 405 MHz
