name, driver_version, compute_cap, memory.total [MiB], memory.used [MiB], memory.free [MiB], power.limit [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
NVIDIA GeForce RTX 3090, 610.43.02, 8.6, 24576 MiB, 1 MiB, 24123 MiB, 350.00 W, 28, 210 MHz, 405 MHz
