timestamp_iso,name,cpu_pct,mem_usage,mem_pct
2026-08-17T14:18:44+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,448.87%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:18:57+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,389.09%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:19:08+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,397.87%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:19:20+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.90%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:19:32+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.70%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:19:43+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.41%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:19:55+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.91%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:20:07+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.03%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:20:18+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.93%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:20:30+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.82%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:20:41+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.77%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:20:53+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.44%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:21:04+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.96%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:21:17+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.86%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:21:28+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.76%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:21:40+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,809.20%,54.21GiB / 436.8GiB,12.41%
2026-08-17T14:21:52+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.70%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:22:03+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.06%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:22:15+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.82%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:22:27+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.95%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:22:39+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.68%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:22:50+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.70%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:23:02+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.03%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:23:13+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.60%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:23:25+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.93%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:23:37+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.41%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:23:49+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.70%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:24:00+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.68%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:24:12+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,376.72%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:24:23+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,416.46%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:24:35+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,367.12%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:24:47+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,375.51%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:24:59+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,379.84%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:25:10+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,377.83%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:25:22+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,384.36%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:25:33+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,420.04%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:25:45+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,374.31%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:25:57+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.22%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:26:09+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.81%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:26:20+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.96%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:26:32+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.97%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:26:43+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.86%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:26:55+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.05%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:27:07+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,668.06%,53.98GiB / 436.8GiB,12.36%
2026-08-17T14:27:19+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,378.69%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:27:31+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,377.35%,54.19GiB / 436.8GiB,12.41%
2026-08-17T14:27:42+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,401.06%,54.13GiB / 436.8GiB,12.39%
